"","product","site","table","type","ext","month","timestamp","horizontalPosition","verticalPosition","samplingInterval","date_range","path","md5","crc32","release"
"43","DP1.10098.001","BART","EML",NA,"xml",NA,2024-01-27 00:04:25,NA,NA,NA,"20210902-20210929","C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.EML.20210902-20210929.20240127T000425Z.xml","aa166fdd020fe93824eef9664930873a",NA,"RELEASE-2024"
"44","DP1.10098.001","BART","EML",NA,"xml",NA,2023-01-27 12:07:53,NA,NA,NA,"20211005-20211027","C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.EML.20211005-20211027.20230127T120753Z.xml","38bd4e568c3704cbc8c06cf92a7612a2",NA,"RELEASE-2023"
"45","DP1.10098.001","BART","EML",NA,"xml",NA,2024-01-27 00:04:25,NA,NA,NA,"20211005-20211027","C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.EML.20211005-20211027.20240127T000425Z.xml","3c50d0277c6c6f1d14e7c3233c65b506",NA,"RELEASE-2024"
"46","DP1.10098.001","BART","EML",NA,"xml",NA,2023-05-01 23:18:54,NA,NA,NA,"20220714-20220714","C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.EML.20220714-20220714.20230501T231854Z.xml","ed217df3d69736942e1088a9cc1714a8",NA,"PROVISIONAL"
"47","DP1.10098.001","BART","EML",NA,"xml",NA,2023-09-06 21:18:27,NA,NA,NA,"20220714-20220714","C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.EML.20220714-20220714.20230906T211827Z.xml","7024ca9ec23ab4380b0d9a55fd3ebdb9",NA,"PROVISIONAL"
"48","DP1.10098.001","BART","EML",NA,"xml",NA,2023-11-09 01:40:16,NA,NA,NA,"20220714-20220714","C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.EML.20220714-20220714.20231109T014016Z.xml","2379cf82828ab4f91c740fd4b87a1322",NA,"PROVISIONAL"
"49","DP1.10098.001","BART","EML",NA,"xml",NA,2024-01-27 00:04:25,NA,NA,NA,"20220714-20220714","C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.EML.20220714-20220714.20240127T000425Z.xml","1f1d29443cc37934d4c6c302cc893685",NA,"RELEASE-2024"
"50","DP1.10098.001","BART","EML",NA,"xml",NA,2023-05-01 23:26:05,NA,NA,NA,"20220815-20220825","C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.EML.20220815-20220825.20230501T232605Z.xml","3b49be8aa9be0ec57915298bdfa20a25",NA,"PROVISIONAL"
"51","DP1.10098.001","BART","EML",NA,"xml",NA,2023-09-06 21:11:07,NA,NA,NA,"20220815-20220825","C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.EML.20220815-20220825.20230906T211107Z.xml","13e8750771675ee88c049466f72eb309",NA,"PROVISIONAL"
"52","DP1.10098.001","BART","EML",NA,"xml",NA,2023-11-09 01:05:22,NA,NA,NA,"20220815-20220825","C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.EML.20220815-20220825.20231109T010522Z.xml","efa021e4d262bf384985fecd4d40e61c",NA,"PROVISIONAL"
"53","DP1.10098.001","BART","EML",NA,"xml",NA,2024-01-27 00:04:25,NA,NA,NA,"20220815-20220825","C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.EML.20220815-20220825.20240127T000425Z.xml","05b3bdfd61ebc700f073bf5744f85ba0",NA,"RELEASE-2024"
"54","DP1.10098.001","BART","EML",NA,"xml",NA,2023-05-01 23:22:05,NA,NA,NA,"20220912-20220920","C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.EML.20220912-20220920.20230501T232205Z.xml","5265a233c5afd4867d2cfe4cea2e4532",NA,"PROVISIONAL"
"55","DP1.10098.001","BART","EML",NA,"xml",NA,2023-09-06 21:11:45,NA,NA,NA,"20220912-20220920","C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP0.10098.001/BART/NEON.D01.BART.DP1.10098.001.EML.20220912-20220920.20230906T211145Z.xml","37e37f69b5d179180954e73341d191f2",NA,"PROVISIONAL"
"56","DP1.10098.001","BART","EML",NA,"xml",NA,2023-11-09 01:20:16,NA,NA,NA,"20220912-20220920","C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.EML.20220912-20220920.20231109T012016Z.xml","4d71e3de0d0e81fe1876b35593f8956d",NA,"PROVISIONAL"
"57","DP1.10098.001","BART","EML",NA,"xml",NA,2024-01-27 00:04:25,NA,NA,NA,"20220912-20220920","C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.EML.20220912-20220920.20240127T000425Z.xml","81a8833601a5dd4998e12796a83012a1",NA,"RELEASE-2024"
"58","DP1.10098.001","BART","EML",NA,"xml",NA,2024-01-02 21:25:49,NA,NA,NA,"20230814-20230814","C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.EML.20230814-20230814.20240102T212549Z.xml","705fe68f134e1965a442b2d38e8e31fd",NA,"PROVISIONAL"
"59","DP1.10098.001","BART","readme",NA,"txt",NA,2023-01-27 12:07:53,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.readme.20230127T120753Z.txt","125cd06f2e9065492ea623c1a2b0aaa8",NA,"RELEASE-2023"
"60","DP1.10098.001","BART","readme",NA,"txt",NA,2023-01-27 12:07:53,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.readme.20230127T120753Z.txt","125cd06f2e9065492ea623c1a2b0aaa8",NA,"RELEASE-2023"
"61","DP1.10098.001","BART","readme",NA,"txt",NA,2023-01-27 12:07:53,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.readme.20230127T120753Z.txt","125cd06f2e9065492ea623c1a2b0aaa8",NA,"RELEASE-2023"
"62","DP1.10098.001","BART","readme",NA,"txt",NA,2023-01-27 12:07:53,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.readme.20230127T120753Z.txt","125cd06f2e9065492ea623c1a2b0aaa8",NA,"RELEASE-2023"
"63","DP1.10098.001","BART","readme",NA,"txt",NA,2023-01-27 12:07:53,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP0.10098.001/BART/NEON.D01.BART.DP1.10098.001.readme.20230127T120753Z.txt","125cd06f2e9065492ea623c1a2b0aaa8",NA,"RELEASE-2023"
"64","DP1.10098.001","BART","readme",NA,"txt",NA,2023-01-27 12:07:53,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP0.10098.001/BART/NEON.D01.BART.DP1.10098.001.readme.20230127T120753Z.txt","125cd06f2e9065492ea623c1a2b0aaa8",NA,"RELEASE-2023"
"65","DP1.10098.001","BART","readme",NA,"txt",NA,2023-01-27 12:07:53,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP0.10098.001/BART/NEON.D01.BART.DP1.10098.001.readme.20230127T120753Z.txt","125cd06f2e9065492ea623c1a2b0aaa8",NA,"RELEASE-2023"
"66","DP1.10098.001","BART","readme",NA,"txt",NA,2023-01-27 12:07:53,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP0.10098.001/BART/NEON.D01.BART.DP1.10098.001.readme.20230127T120753Z.txt","125cd06f2e9065492ea623c1a2b0aaa8",NA,"RELEASE-2023"
"67","DP1.10098.001","BART","readme",NA,"txt",NA,2023-05-01 23:18:54,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.readme.20230501T231854Z.txt","17f4f8ea9e17a5689f027986c0285638",NA,"PROVISIONAL"
"68","DP1.10098.001","BART","readme",NA,"txt",NA,2023-05-01 23:22:05,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.readme.20230501T232205Z.txt","38d659e90cec2216806ae638c0789037",NA,"PROVISIONAL"
"69","DP1.10098.001","BART","readme",NA,"txt",NA,2023-05-01 23:26:05,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.readme.20230501T232605Z.txt","f6a037b4cdc349b6e1ef4b56afe71f57",NA,"PROVISIONAL"
"70","DP1.10098.001","BART","readme",NA,"txt",NA,2023-09-06 21:11:07,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.readme.20230906T211107Z.txt","d23ed8c13287487ad39fe5eb26d377de",NA,"PROVISIONAL"
"71","DP1.10098.001","BART","readme",NA,"txt",NA,2023-09-06 21:11:45,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.readme.20230906T211145Z.txt","e520b9b6aff9424df2fbd7aff0d4968b",NA,"PROVISIONAL"
"72","DP1.10098.001","BART","readme",NA,"txt",NA,2023-09-06 21:18:27,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.readme.20230906T211827Z.txt","1a9fc9b19b4a18efe96c52bbb5362a3a",NA,"PROVISIONAL"
"73","DP1.10098.001","BART","readme",NA,"txt",NA,2023-11-09 01:05:22,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.readme.20231109T010522Z.txt","8bfd15f2abaa705bde87d1460bff8620",NA,"PROVISIONAL"
"74","DP1.10098.001","BART","readme",NA,"txt",NA,2023-11-09 01:20:16,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.readme.20231109T012016Z.txt","1e6dd47b9098c4364a3b90faf697cabf",NA,"PROVISIONAL"
"75","DP1.10098.001","BART","readme",NA,"txt",NA,2023-11-09 01:40:16,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.readme.20231109T014016Z.txt","a857abff52f21f71e6831182acffaec3",NA,"PROVISIONAL"
"76","DP1.10098.001","BART","readme",NA,"txt",NA,2024-01-02 21:25:49,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.readme.20240102T212549Z.txt","0a85f918eb714df15c47ce3e29b955bd",NA,"PROVISIONAL"
"77","DP1.10098.001","BART","readme",NA,"txt",NA,2024-01-27 00:04:25,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/NEON.D01.BART.DP1.10098.001.readme.20240127T000425Z.txt","e78bb4fef8dbe5b00121888ed91fdb05",NA,"RELEASE-2024"
"78","DP1.10098.001","BART","vst_apparentindividual-basic","basic","csv","2015-08",2023-01-09 19:19:37,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/BART/2015-08/NEON.D01.BART.DP1.10098.001.vst_apparentindividual.2015-08.basic.20230109T191937Z.csv","e38c905ba71715c6760889e7146686b0",NA,"RELEASE-2023"
